CONTROLN,HIT,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,LONGEVITY,AGE,RAMNTALL,NGIFTALL,AVGGIFT,PROP_RESP_CARDPROM,HHAGE3,HV2,HVP4,IC5,EC4
102379,23,0,30,13,31,14,3,15,107,6.0,0.79,0.7,1.1285714286,0.16666666666666666,24,460,3,12283,37
102433,6,0,37,44,23,10,3,5,179,70.0,7.75,3.1,2.5,0.4117647058823529,13,1074,82,20149,28
102436,0,1,39,33,46,6,3,5,179,49.0,3.405,3.3,1.0318181817999998,0.4838709677419355,18,611,21,11950,40
102540,0,1,20,34,9,5,3,4,179,49.0,1.35,3.7,0.36486486486,0.6060606060606061,5,1228,96,18266,18
102559,0,0,0,0,0,0,0,0,131,51.0,1.8,0.6,3.0,0.08333333333333333,0,0,0,0,0
102582,0,1,31,18,51,5,3,1,179,49.0,2.42,4.8,0.50416666667,0.7941176470588235,37,248,3,10695,43
102602,0,0,35,33,28,5,3,2,83,43.0,0.55,0.2,2.75,0.15384615384615385,20,559,21,11859,47
102619,10,0,26,34,24,7,7,2,179,81.0,1.29,3.2,0.403125,0.5294117647058824,36,414,11,10170,40
102624,0,0,32,25,51,3,9,4,179,68.0,0.745,3.0,0.24833333333000002,0.5483870967741935,50,410,8,10068,41
102688,5,2,48,27,54,2,18,0,179,74.0,1.52,3.0,0.5066666666699999,0.4,30,393,6,11092,45
102735,0,1,31,26,39,6,5,1,131,79.0,2.21,0.7,3.1571428570999998,0.14814814814814814,36,259,1,9212,50
102818,7,1,37,24,44,7,2,2,179,81.0,0.9225,2.2,0.41931818182,0.6129032258064516,16,568,14,10151,31
102909,11,0,37,18,52,7,3,2,179,16.0,2.4,0.9,2.6666666667,0.15151515151515152,36,379,8,9282,38
102942,0,0,34,27,41,6,4,2,179,76.0,2.81,3.4,0.82647058824,0.4411764705882353,29,627,21,12710,31
102943,0,0,35,14,47,5,3,3,179,73.0,1.21,3.7,0.32702702703000003,0.5757575757575758,22,771,35,12790,23
102985,0,0,31,29,30,6,4,2,155,86.0,2.7,1.2,2.25,0.22580645161290322,27,372,6,8927,35
102992,17,0,57,46,19,6,4,0,179,63.0,2.48,3.9,0.6358974358999998,0.5483870967741935,25,370,2,8893,41
103004,0,0,35,17,66,6,2,1,71,75.0,0.85,0.3,2.8333333333,0.09090909090909091,35,285,0,8472,27
103019,7,0,30,27,39,4,5,2,179,49.0,2.8,3.2,0.875,0.5,26,332,1,8571,35
103030,0,0,39,27,53,9,0,0,59,17.0,0.55,0.2,2.75,0.14285714285714285,33,314,1,9969,33
103050,0,0,30,26,42,3,4,3,131,78.0,2.99,1.2,2.4916666666999996,0.20833333333333334,31,293,0,9010,42
103076,0,0,36,20,34,9,3,0,167,6.0,1.66,1.3,1.2769230769000002,0.2727272727272727,24,553,25,10775,25
103077,0,0,26,0,57,8,0,0,179,6.0,0.965,3.0,0.32166666667,0.6060606060606061,43,256,1,7387,26
103125,20,0,39,14,41,8,9,0,179,65.0,3.94,2.3,1.7130434783,0.375,40,479,8,9728,30
103160,0,0,30,26,31,5,2,1,179,49.0,1.395,3.8,0.36710526316,0.5454545454545454,21,551,18,8869,37
103183,0,0,33,23,41,5,3,1,179,71.0,5.6,2.6,2.1538461538000004,0.40625,32,466,10,10341,37
103207,1,0,41,30,31,4,5,1,179,84.0,1.29,4.1,0.31463414634000003,0.625,26,401,7,9333,41
103228,0,0,23,41,11,6,19,0,83,51.0,0.75,0.2,3.75,0.07692307692307693,16,733,37,13166,34
103238,8,0,26,58,30,12,34,0,167,77.0,1.92,3.9,0.49230769231,0.59375,26,454,5,10889,28
103271,0,0,31,49,21,5,3,3,179,16.0,2.81,1.7,1.6529411765,0.25,28,620,26,12834,35
103300,0,0,27,36,30,6,15,4,83,49.0,0.5,0.2,2.5,0.07142857142857142,11,606,18,11512,32
103310,1,0,17,30,13,0,15,4,179,81.0,2.02,0.5,4.04,0.1111111111111111,7,669,21,11246,39
103344,1,0,22,52,7,5,21,5,179,49.0,2.58,5.1,0.50588235294,0.7096774193548387,6,1076,67,16206,17
103359,0,0,36,26,44,6,8,4,179,63.0,1.5,3.1,0.48387096774,0.5454545454545454,32,279,4,10486,49
103375,0,0,13,47,0,0,18,3,179,83.0,3.0,4.6,0.6521739130399999,0.6666666666666666,6,1214,95,24751,13
103391,29,0,29,34,37,5,21,2,167,51.0,2.95,1.4,2.1071428571,0.1935483870967742,31,372,6,6771,30
103405,0,0,0,0,0,0,0,0,143,7.0,0.6,1.9,0.31578947368,0.5789473684210527,31,257,2,8143,41
103406,0,0,32,26,40,5,4,1,179,78.0,0.765,2.4,0.31875,0.75,41,364,6,8694,45
103414,1,0,25,27,27,5,5,2,179,72.0,1.26,2.5,0.504,0.7142857142857143,31,257,2,8143,41
103428,0,0,28,23,37,10,5,2,179,58.0,1.93,3.9,0.49487179487,0.4666666666666667,25,561,16,12091,46
103442,1,0,21,62,18,9,0,0,179,19.0,1.0175,2.9,0.35086206897000005,0.46875,38,238,0,10413,42
103475,0,2,38,50,26,16,7,3,131,49.0,1.85,0.7,2.6428571429,0.19230769230769232,28,746,44,16793,29
103479,11,1,36,29,34,6,4,2,143,75.0,4.06,2.1,1.9333333332999998,0.2962962962962963,38,389,2,8597,33
103485,4,1,34,35,35,5,3,0,179,74.0,1.1,2.4,0.45833333333,0.6153846153846154,25,488,6,9827,33
103488,0,0,36,20,47,8,2,2,179,67.0,1.25,2.3,0.54347826087,0.6842105263157895,31,504,14,10966,32
103513,0,0,32,30,44,5,5,6,179,16.0,1.41,2.8,0.50357142857,0.42857142857142855,45,379,3,10082,38
103541,0,1,47,23,49,5,4,4,167,72.0,1.85,3.5,0.5285714285700001,0.6451612903225806,38,452,11,9434,39
103560,0,1,10,23,31,4,27,3,167,49.0,7.93,5.8,1.3672413792999998,0.78125,13,590,22,6866,26
103561,0,1,26,32,33,7,16,7,179,49.0,3.52,3.1,1.135483871,0.3695652173913043,20,596,23,10995,32
103562,0,4,30,25,40,8,18,12,179,37.0,2.14,3.6,0.59444444444,0.5151515151515151,27,630,17,14184,39
103580,0,0,33,21,34,5,3,0,179,49.0,0.965,3.6,0.26805555556,0.625,27,473,10,9677,37
103652,5,0,37,29,42,4,2,2,179,49.0,1.37,2.9,0.47241379310000003,0.5641025641025641,42,288,4,6472,23
103695,0,0,33,24,41,8,5,3,119,23.0,2.7,1.0,2.7,0.2608695652173913,32,406,7,9176,33
103697,0,0,33,24,41,8,5,3,155,43.0,1.35,1.9,0.7105263157899999,0.6296296296296297,32,406,7,9176,33
103727,0,0,35,33,30,6,4,2,179,71.0,4.22,1.8,2.3444444444,0.38235294117647056,41,451,6,10326,35
103771,1,0,50,46,37,0,0,0,71,62.0,0.75,0.3,2.5,0.2727272727272727,26,535,16,11784,49
103800,14,0,32,24,42,5,5,1,179,81.0,2.205,3.4,0.64852941176,0.48484848484848486,33,530,16,9599,40
103820,0,0,43,3,64,5,1,0,179,45.0,2.69,2.9,0.9275862069,0.45714285714285713,41,593,24,8344,41
103834,0,0,29,38,26,5,6,3,119,37.0,1.53,0.6,2.55,0.0625,28,567,15,11284,32
103846,0,0,32,23,34,7,3,3,179,63.0,1.02,2.9,0.35172413793,0.46875,28,463,14,9770,36
103870,0,0,37,31,37,4,5,0,179,49.0,1.095,3.0,0.365,0.6129032258064516,23,540,20,9236,44
103887,0,0,43,25,38,9,2,4,71,49.0,0.75,0.3,2.5,0.16666666666666666,31,308,7,9062,44
103888,0,0,43,25,38,9,2,4,119,60.0,8.36,3.1,2.6967741935,0.625,31,308,7,9062,44
103903,8,0,36,29,39,6,11,2,167,49.0,7.84,4.5,1.7422222222000001,0.8387096774193549,36,488,12,12839,34
103925,0,0,28,19,29,3,4,0,143,49.0,1.25,2.5,0.5,0.7368421052631579,23,434,6,9298,35
103926,1,0,32,18,76,5,12,0,179,17.0,1.49,2.4,0.62083333333,0.5,36,479,8,8974,28
103961,1,0,31,28,42,4,4,3,179,49.0,1.32,1.9,0.69473684211,0.6,31,365,5,9425,44
103965,0,0,24,24,37,5,3,2,179,71.0,0.49,2.3,0.21304347826,0.7857142857142857,31,521,16,9387,35
103994,3,0,34,34,27,4,4,2,155,47.0,4.86,2.7,1.8,0.5357142857142857,19,834,40,13522,33
104016,0,0,41,27,49,7,4,2,143,55.0,3.21,1.6,2.00625,0.2857142857142857,36,447,12,8640,33
104031,0,0,52,9,63,5,9,0,179,49.0,2.12,2.9,0.7310344827599999,0.5357142857142857,40,363,5,8639,35
104036,3,0,42,9,48,6,6,5,71,17.0,0.27,0.3,0.9,0.2,11,1493,85,20175,22
104048,0,0,43,20,59,6,3,3,179,49.0,1.19,3.8,0.31315789474,0.45161290322580644,0,0,0,0,0
104056,0,0,35,33,30,6,4,2,179,49.0,2.15,6.1,0.35245901639,0.8529411764705882,19,683,41,10892,44
104064,0,0,39,25,43,8,6,2,179,49.0,1.6939,3.3,0.5133030303,0.5294117647058824,40,470,13,9316,41
104072,0,0,31,33,42,3,3,4,179,49.0,1.14,4.2,0.27142857143,0.78125,25,333,5,8005,41
104101,13,0,49,17,42,5,0,2,119,84.0,2.46,0.9,2.7333333333,0.375,29,631,16,14376,36
104102,1,0,19,17,24,3,3,0,119,81.0,1.02,3.1,0.32903225805999997,0.52,13,368,4,8754,32
104109,0,0,38,21,45,24,8,8,179,43.0,4.54,6.0,0.7566666666699999,0.8125,23,572,12,10811,37
104175,0,0,33,27,26,7,13,2,179,85.0,1.45,3.8,0.38157894737000003,0.5757575757575758,45,588,6,10758,26
104202,0,0,23,32,28,7,8,3,119,6.0,0.57,1.8,0.31666666667000004,0.38095238095238093,27,302,0,7485,33
104213,9,0,31,21,61,5,8,3,179,79.0,1.59,3.0,0.53,0.45454545454545453,37,695,35,15782,26
104214,2,0,31,21,61,5,8,3,179,66.0,2.95,3.6,0.81944444444,0.6333333333333333,37,695,35,15782,26
104220,2,0,35,32,24,10,6,2,71,31.0,0.65,0.2,3.25,0.18181818181818182,15,1488,89,27492,13
104261,6,0,23,60,16,7,9,2,179,75.0,3.77,3.9,0.9666666666699999,0.5757575757575758,24,821,51,18852,26
104279,0,0,26,38,13,6,1,3,155,40.0,4.27,1.4,3.05,0.23333333333333334,20,643,24,11512,45
104358,0,1,20,22,41,5,20,3,179,7.0,2.58,2.0,1.29,0.35294117647058826,23,1736,98,24608,12
104359,0,7,44,38,26,11,7,23,83,35.0,1.0,0.4,2.5,0.36363636363636365,10,473,15,8783,38
104384,3,5,54,29,10,8,8,29,119,35.0,1.9725,0.8,2.465625,0.20833333333333334,25,547,10,12457,41
104408,0,0,29,28,27,9,4,1,179,57.0,4.91,3.6,1.3638888889,0.45161290322580644,16,639,19,12543,42
104444,0,1,39,26,25,11,2,7,131,41.0,3.41,1.8,1.8944444444000001,0.38461538461538464,18,619,15,13079,46
104479,17,0,16,52,0,11,6,2,155,61.0,2.74,1.1,2.4909090909,0.2692307692307692,0,1159,99,22586,15
104483,0,0,29,17,40,4,1,1,179,57.0,2.25,3.7,0.6081081081099999,0.5,5,1567,94,21091,19
104496,0,0,30,10,54,19,0,0,155,17.0,5.0,1.9,2.6315789474000004,0.3,35,692,37,13342,37
104501,17,0,44,33,55,13,7,3,167,49.0,3.12,3.2,0.975,0.37142857142857144,26,628,23,12047,50
104510,1,0,24,39,24,4,3,0,119,49.0,2.22,3.7,0.6,0.782608695652174,15,687,41,15043,33
104512,0,0,54,10,56,3,8,0,143,49.0,1.49,3.5,0.42571428571,0.7037037037037037,33,320,1,8342,44
104515,0,0,33,32,35,8,6,1,179,67.0,2.9,2.4,1.2083333333,0.4827586206896552,43,473,10,9336,36
104562,0,1,28,32,34,13,13,7,143,40.0,3.12,2.7,1.1555555556,0.5555555555555556,28,334,1,9846,38
104582,9,0,33,25,34,12,2,0,131,7.0,3.14,2.0,1.5699999999999998,0.4,45,249,0,7058,28
104587,0,1,26,28,26,5,11,3,59,49.0,1.0,0.2,5.0,0.16666666666666666,15,379,1,10674,30
104613,4,0,32,8,57,4,0,6,131,41.0,2.01,3.2,0.628125,0.6153846153846154,38,541,6,14642,40
104620,7,0,32,31,27,16,9,0,179,75.0,5.67,2.8,2.025,0.5454545454545454,24,458,4,11428,47
104683,12,0,29,30,56,8,3,1,179,58.0,2.7,1.5,1.8,0.3125,0,0,0,0,0
104726,1,0,34,43,38,4,3,2,155,16.0,1.64,3.0,0.54666666667,0.3448275862068966,20,1024,93,20996,11
104823,5,0,7,0,63,3,2,0,179,53.0,2.75,2.2,1.25,0.35294117647058826,6,994,79,17290,18
104852,13,2,29,9,52,1,4,4,119,68.0,3.42,1.5,2.2800000000000002,0.36,18,789,60,18105,29
104860,4,0,33,28,35,4,5,5,179,82.0,1.595,3.9,0.40897435897,0.5483870967741935,18,816,66,17659,21
104869,3,0,29,39,33,4,2,3,179,75.0,2.7,2.1,1.2857142857000001,0.3333333333333333,11,2195,99,35425,9
104904,0,0,35,31,35,4,2,1,83,48.0,1.63,0.6,2.7166666666999997,0.17647058823529413,17,760,56,17881,35
104916,0,0,28,44,19,7,4,3,95,49.0,2.62,1.9,1.3789473684,0.6111111111111112,5,1510,94,19087,18
104922,1,1,27,70,21,7,2,3,131,49.0,4.74,1.7,2.7882352941,0.375,5,1136,92,18212,17
104942,0,0,31,46,21,7,9,4,179,49.0,2.155,4.2,0.5130952381,0.625,25,324,5,10892,49
104968,0,2,40,38,25,4,9,6,179,49.0,2.56,5.5,0.46545454545,0.75,16,534,15,11544,50
104981,0,22,47,36,25,12,7,17,167,70.0,2.98,3.6,0.82777777778,0.5217391304347826,23,541,9,11266,34
105018,2,13,30,40,41,7,32,6,167,76.0,1.08,3.1,0.34838709677,0.6451612903225806,10,922,86,16775,10
105023,3,3,35,35,19,5,13,5,179,49.0,1.63,4.3,0.37906976744,0.6129032258064516,11,686,29,14328,32
105027,0,0,0,0,0,0,0,0,71,47.0,1.14,0.3,3.8,0.18181818181818182,8,903,74,15913,15
105040,3,0,43,28,56,10,8,0,179,49.0,4.96,3.2,1.55,0.4444444444444444,44,477,9,10559,43
105061,16,0,31,50,25,7,6,4,167,16.0,0.94,2.2,0.42727272727,0.5357142857142857,33,453,11,10241,45
105085,0,0,31,25,43,7,7,4,131,49.0,1.11,3.1,0.35806451613,0.5416666666666666,29,331,3,10525,48
105172,4,0,37,15,34,4,18,2,179,79.0,0.89,2.9,0.30689655172,0.7096774193548387,25,357,3,9297,47
105188,9,0,44,30,44,10,16,1,155,66.0,6.22,0.9,6.9111111111,0.23076923076923078,50,451,2,18536,32
105199,0,0,27,31,40,9,13,2,179,49.0,2.4,6.6,0.36363636364,0.84375,32,343,0,10901,49
105259,0,0,31,25,44,11,5,2,155,49.0,1.94,2.9,0.66896551724,0.4827586206896552,34,377,8,10250,33
105267,2,0,35,22,50,6,8,2,143,74.0,7.25,0.8,9.0625,0.125,41,270,3,9296,37
105288,2,0,30,25,47,6,7,2,179,16.0,0.81,1.9,0.42631578947,0.45161290322580644,39,528,16,11784,26
105325,4,0,29,12,60,19,6,0,179,49.0,0.905,3.7,0.24459459459000002,0.6451612903225806,34,247,0,8250,43
105328,0,0,22,29,22,5,5,2,119,65.0,1.68,0.6,2.8,0.047619047619047616,32,249,2,10565,38
105351,0,0,27,24,44,7,14,1,179,80.0,3.21,4.2,0.7642857142899999,0.5555555555555556,22,591,23,12743,27
105371,0,1,32,22,48,10,2,1,155,65.0,2.92,1.7,1.7176470588000001,0.3793103448275862,39,283,3,11136,41
105393,0,0,21,43,16,3,12,0,155,73.0,2.77,1.6,1.73125,0.35714285714285715,11,375,1,8918,28
105427,0,0,17,31,36,5,3,2,167,69.0,1.29,3.1,0.41612903226000003,0.5,40,271,3,9261,49
105450,5,0,34,26,42,13,0,0,179,51.0,1.74,3.2,0.54375,0.65625,42,414,15,15470,38
105478,0,0,32,38,30,7,3,4,179,85.0,0.99,2.9,0.34137931034,0.48484848484848486,6,1205,90,23665,6
105512,8,0,40,48,28,6,3,1,179,75.0,1.45,4.2,0.34523809524,0.5714285714285714,19,704,39,14101,35
105527,0,1,32,52,20,7,2,3,131,55.0,2.87,2.2,1.3045454545,0.37037037037037035,24,597,20,11207,30
105559,0,0,32,34,54,2,6,0,179,49.0,1.72,1.9,0.90526315789,0.6071428571428571,18,581,19,12012,43
105572,0,0,35,23,36,10,5,2,179,49.0,6.5,5.6,1.1607142857000001,0.6875,28,485,13,12726,32
105589,3,0,30,26,40,8,2,1,179,50.0,2.38,4.2,0.56666666667,0.5806451612903226,25,578,15,13438,31
105598,18,0,29,16,56,5,3,3,179,17.0,0.62,1.6,0.3875,0.48,11,954,76,16529,30
105644,1,0,28,28,36,7,2,1,143,44.0,3.16,0.9,3.5111111111,0.16,25,404,3,11938,45
105693,0,0,35,43,32,17,1,2,167,69.0,6.27,2.6,2.4115384615,0.41379310344827586,26,436,9,12884,38
105694,0,0,33,29,32,10,2,1,179,52.0,1.52,4.6,0.33043478261000003,0.6129032258064516,27,383,6,12444,40
105708,0,0,27,27,41,7,22,1,167,80.0,2.65,1.4,1.8928571429,0.30303030303030304,25,348,2,9293,22
105709,14,0,43,52,29,6,31,3,179,62.0,1.94,4.6,0.42173913043000005,0.7575757575757576,31,437,8,11937,29
105759,9,0,42,13,68,6,2,1,155,77.0,3.65,1.5,2.4333333333000002,0.3103448275862069,34,1157,97,36938,13
105760,2,1,50,23,52,6,3,2,179,77.0,0.91,1.8,0.50555555556,0.6086956521739131,32,1313,99,28542,19
105861,0,0,32,31,20,8,1,2,119,59.0,1.45,0.6,2.4166666667,0.09090909090909091,22,350,1,10196,35
105863,1,0,6,21,23,3,0,3,167,16.0,1.17,1.4,0.8357142857100002,0.1935483870967742,6,2502,87,21550,12
105877,3,0,18,72,18,3,5,4,179,65.0,2.7,2.6,1.0384615385,0.4411764705882353,15,418,4,11381,25
105925,0,2,32,23,52,8,1,0,179,80.0,2.71,4.5,0.60222222222,0.7272727272727273,30,531,4,11129,39
105955,3,2,50,29,47,2,5,5,179,43.0,2.66,2.8,0.95,0.5588235294117647,38,673,29,16558,33
105957,0,0,0,0,0,0,0,0,179,77.0,3.0,2.0,1.5,0.25,0,0,0,0,0
105981,2,1,27,29,47,5,3,2,95,34.0,1.35,0.5,2.7,0.16666666666666666,11,2009,96,35636,7
105990,8,3,40,36,27,2,0,2,107,51.0,1.14,0.4,2.85,0.16666666666666666,11,1539,98,31379,12
105999,0,11,25,39,16,4,2,6,119,49.0,5.36,2.0,2.68,0.4,18,809,49,15386,35
106005,5,0,26,38,46,16,7,4,155,46.0,1.27,3.0,0.42333333333,0.5517241379310345,49,331,1,10644,30
106010,3,0,26,38,46,16,7,4,179,49.0,4.31,4.8,0.8979166666699999,0.7272727272727273,41,253,3,9214,36
106034,0,0,30,24,50,10,4,2,131,49.0,1.7,0.7,2.4285714285999997,0.2608695652173913,28,519,17,13865,28
106098,4,0,37,43,35,7,2,6,107,39.0,1.22,0.5,2.44,0.05,13,674,29,15420,31
106113,1,2,14,25,23,8,0,2,179,27.0,2.75,4.5,0.61111111111,0.75,35,584,12,15816,43
106115,0,0,35,27,37,6,0,1,179,72.0,2.11,2.9,0.7275862068999999,0.42424242424242425,37,289,1,8473,46
106117,2,0,35,40,28,13,3,1,179,84.0,7.69,5.0,1.538,0.6875,23,536,17,13155,37
106123,0,2,31,29,35,10,3,5,119,78.0,2.13,0.8,2.6625,0.21739130434782608,30,454,12,11636,44
106135,0,0,35,14,48,6,11,3,71,17.0,0.3,0.4,0.75,0.1111111111111111,40,230,2,10691,37
106142,0,0,42,22,58,5,5,2,167,49.0,3.0,2.0,1.5,0.375,43,227,1,7450,30
106161,0,0,40,25,43,14,3,3,179,65.0,1.44,2.9,0.49655172414,0.6129032258064516,40,232,1,9821,37
106172,0,0,25,28,54,7,6,1,119,49.0,2.7,0.9,3.0,0.2,19,404,2,10461,38
106223,13,0,43,26,34,9,13,3,167,70.0,3.99,3.3,1.2090909091,0.5161290322580645,23,228,0,7807,33
106233,0,0,40,16,48,9,8,0,119,41.0,1.27,2.8,0.45357142857,0.6,35,403,1,12567,27
106253,0,0,31,25,35,9,5,2,155,49.0,1.21,4.3,0.28139534884,0.6129032258064516,34,380,7,10895,33
106255,5,0,30,29,33,8,4,1,83,42.0,0.55,0.2,2.75,0.07142857142857142,34,380,7,10895,33
106274,0,0,28,21,52,7,2,2,179,49.0,3.1927999999999996,5.1,0.6260392156900001,0.7647058823529411,25,340,3,9336,33
106291,19,0,23,36,29,8,34,4,107,6.0,1.32,1.0,1.3199999999999998,0.22727272727272727,37,360,0,14400,23
106318,20,0,30,19,60,5,6,2,107,17.0,0.64,0.7,0.9142857142899998,0.25,44,258,3,8960,41
106339,0,0,16,11,55,6,15,2,179,49.0,1.91,3.7,0.51621621622,0.6666666666666666,23,408,5,8469,16
106357,0,0,25,25,42,9,5,1,143,49.0,2.01,4.4,0.45681818182,0.7241379310344828,28,429,20,10553,31
106362,12,0,34,27,24,15,16,2,71,49.0,0.75,0.2,3.75,0.2222222222222222,34,275,5,11457,39
106363,3,0,29,25,36,12,18,3,179,17.0,0.91,1.5,0.60666666667,0.3,36,354,7,11888,35
106375,0,0,26,67,33,3,0,0,131,46.0,2.49,1.0,2.4899999999999998,0.125,0,0,0,0,0
106384,1,0,27,30,32,11,17,3,179,49.0,4.83,5.5,0.8781818181800001,0.7575757575757576,23,624,21,13237,32
106387,0,0,29,23,57,6,4,3,179,6.0,0.83,1.9,0.43684210525999995,0.3225806451612903,37,379,7,9412,40
106399,0,0,34,24,48,8,5,4,83,49.0,4.71,1.4,3.3642857143000002,0.5294117647058824,42,425,7,11415,30
106453,1,0,42,28,30,11,7,2,119,35.0,2.76,2.2,1.2545454545,0.391304347826087,21,664,21,16126,29
106488,0,0,25,22,37,19,3,2,155,49.0,3.16,1.5,2.1066666667,0.27586206896551724,25,467,13,11254,33
106517,1,0,25,32,47,10,3,6,179,59.0,3.0,1.4,2.1428571429,0.21212121212121213,22,505,7,13748,38
106558,9,18,40,55,24,12,2,7,155,77.0,2.8202,2.6,1.0846923077000001,0.3870967741935484,11,1181,92,25152,12
106564,8,18,40,55,24,12,2,7,179,59.0,3.32,3.1,1.0709677419,0.5806451612903226,11,1181,92,25152,12
106573,0,0,32,26,29,8,2,2,83,47.0,2.8,0.5,5.6,0.25,25,615,22,12970,42
106580,8,0,32,26,29,8,2,2,179,49.0,2.83,2.0,1.415,0.37142857142857144,25,615,22,12970,42
106605,6,0,18,23,48,6,2,2,131,49.0,1.73,3.0,0.57666666667,0.64,20,435,8,8990,29
106613,1,0,18,23,48,6,2,2,179,49.0,1.8807,3.6,0.5224166666700001,0.5151515151515151,20,435,8,8990,29
106614,0,0,49,12,40,18,3,1,179,79.0,1.29,3.8,0.33947368421,0.6363636363636364,33,486,1,13159,41
106622,12,0,29,31,15,8,5,4,179,78.0,2.01,3.8,0.52894736842,0.5757575757575758,16,644,21,12878,40
106645,0,24,29,66,5,5,5,10,71,43.0,1.5,0.6,2.5,0.3076923076923077,2,1158,99,16226,14
106686,4,0,27,16,47,15,8,1,179,7.0,1.1,1.5,0.7333333333300001,0.375,44,391,3,8146,26
106692,0,7,20,10,29,3,4,3,71,49.0,1.0,0.3,3.3333333332999997,0.18181818181818182,0,0,0,0,0
106705,21,2,21,53,28,10,3,1,119,42.0,3.3,1.8,1.8333333333,0.375,23,440,2,11296,37
106735,0,0,28,62,38,4,3,2,179,49.0,2.5,2.8,0.89285714286,0.7142857142857143,16,304,0,7693,29
106796,2,0,28,6,40,7,8,8,155,17.0,1.06,1.5,0.70666666667,0.45454545454545453,21,280,1,7074,33
106808,3,0,25,11,56,9,3,1,179,60.0,3.83,2.2,1.7409090909,0.2903225806451613,19,991,61,22561,28
106820,5,0,46,19,51,6,4,2,83,72.0,1.26,0.4,3.15,0.26666666666666666,11,370,20,20126,38
106842,3,0,36,14,27,7,5,1,95,49.0,3.13,0.9,3.4777777778,0.21052631578947367,19,900,66,20618,44
106849,0,42,32,53,5,1,0,35,71,49.0,0.55,0.2,2.75,0.0,6,1691,99,26289,9
106860,1,30,33,61,7,9,2,13,143,45.0,4.04,1.4,2.8857142856999998,0.25925925925925924,7,821,67,11994,34
106865,19,0,38,9,66,6,5,4,59,51.0,0.51,0.2,2.55,0.25,31,1033,78,25034,14
106911,5,0,21,14,21,3,13,0,155,61.0,3.19,1.2,2.6583333333000003,0.2857142857142857,19,512,8,11924,37
106970,1,11,17,66,0,0,6,3,71,33.0,1.12,0.3,3.7333333333,0.18181818181818182,2,566,1,11176,39
106993,2,0,31,75,0,7,7,7,143,51.0,2.92,1.0,2.92,0.16666666666666666,1,814,79,15870,16
107004,0,17,38,49,0,5,0,15,83,49.0,0.5,0.2,2.5,0.0,6,669,18,14040,28
107032,10,0,28,53,13,1,2,1,143,47.0,3.17,0.9,3.5222222222,0.1111111111111111,6,1940,99,28337,12
107033,0,0,22,70,5,4,5,2,131,63.0,1.85,3.8,0.48684210525999994,0.6153846153846154,3,1067,87,16510,16
107079,0,0,31,26,37,6,4,1,179,62.0,0.47,1.6,0.29375,0.8125,27,330,5,10457,46
107136,0,0,37,36,25,12,4,2,143,49.0,4.5,1.0,4.5,0.2608695652173913,30,766,42,15631,32
107138,1,0,30,25,34,7,4,2,167,55.0,1.02,3.9,0.26153846154,0.6551724137931034,33,445,10,11383,41
107152,0,1,25,32,35,10,9,3,179,67.0,1.76,3.7,0.47567567567999997,0.5882352941176471,17,710,38,13936,39
107165,1,0,29,12,49,16,6,2,179,49.0,0.85,2.8,0.30357142857,0.6296296296296297,48,521,12,12853,33
107167,0,0,35,19,48,10,4,2,131,49.0,2.9,1.3,2.2307692308000004,0.18518518518518517,44,206,1,9358,45
107175,0,0,29,36,30,7,4,3,143,49.0,1.53,4.2,0.36428571429,0.7,28,431,10,11096,45
107178,11,0,28,38,30,5,3,1,179,49.0,2.99,2.4,1.2458333332999998,0.30303030303030304,35,405,8,12133,42
107188,0,0,25,9,72,9,2,0,167,49.0,3.0,2.1,1.4285714286,0.4827586206896552,36,488,9,11363,34
107213,0,0,15,38,22,5,14,1,179,49.0,1.81,4.0,0.4525,0.7428571428571429,36,557,14,12552,42
107227,16,0,25,49,18,3,11,3,179,17.0,2.66,2.2,1.2090909091,0.42424242424242425,43,518,5,12063,38
107239,0,0,33,32,22,9,8,1,131,49.0,1.94,3.3,0.58787878788,0.6538461538461539,22,580,22,11776,36
107259,0,0,34,51,14,16,15,3,71,39.0,1.07,0.4,2.675,0.08333333333333333,26,544,5,19908,15
107267,5,0,35,18,61,9,14,3,95,24.0,0.85,0.3,2.8333333333,0.0,51,1159,74,27143,23
107270,0,0,29,46,15,9,6,0,119,49.0,4.06,2.5,1.6239999999999999,0.4,18,315,0,11706,24
107298,0,1,24,30,19,9,5,3,119,53.0,3.8,1.0,3.8,0.125,0,0,0,0,0
107316,10,0,23,24,24,3,8,0,143,68.0,1.23,3.0,0.41,0.6,42,404,2,9756,45
107322,0,0,21,19,35,12,2,3,131,49.0,0.73,2.4,0.30416666667000003,0.6153846153846154,32,293,5,9945,46
107327,15,0,27,30,44,8,2,2,179,79.0,1.05,2.4,0.4375,0.7,48,402,9,23428,36
107329,0,0,22,45,21,6,2,1,179,49.0,1.34,2.9,0.46206896552,0.6551724137931034,27,390,2,10146,40
107335,7,0,28,26,25,4,0,1,179,51.0,2.76,1.7,1.6235294117999999,0.25806451612903225,25,376,7,10634,50
107379,0,0,27,34,32,10,7,2,179,49.0,1.51,2.9,0.52068965517,0.46875,38,520,10,9071,29
107387,0,0,28,28,31,12,4,2,179,77.0,1.26,3.1,0.40645161289999987,0.625,30,374,5,9227,40
